,id,lat,lon,rsrq,group,order
14721,14722,34.96804687,128.7061698,-87,3681,-174
14722,14723,34.96804687,128.7119336,-87,3681,-261
14723,14724,34.97255082,128.7119336,-87,3681,-348
14824,14825,34.98155873,128.7119336,-96,3707,-96
14825,14826,34.97705478,128.7119336,-96,3707,-192
14826,14827,34.97705478,128.7176974,-96,3707,-288
14827,14828,34.98155873,128.7176974,-96,3707,-384
15148,15149,34.98606269,128.7061698,-101,3788,-101
15149,15150,34.98155873,128.7061698,-101,3788,-202
15150,15151,34.98155873,128.7119336,-101,3788,-303
15151,15152,34.98606269,128.7119336,-101,3788,-404
15436,15437,35.09415762,128.5678384,-68,3860,-68
15437,15438,35.08965366,128.5678384,-68,3860,-136
15438,15439,35.08965366,128.5736022,-68,3860,-204
15439,15440,35.09415762,128.5736022,-68,3860,-272
15564,15565,35.0356062,128.7176974,-84,3892,-84
15565,15566,35.03110224,128.7176974,-84,3892,-168
15566,15567,35.03110224,128.7234612,-84,3892,-252
15567,15568,35.0356062,128.7234612,-84,3892,-336
15572,15573,35.04011015,128.7176974,-81,3894,-81
15573,15574,35.0356062,128.7176974,-81,3894,-162
15574,15575,35.0356062,128.7234612,-81,3894,-243
15575,15576,35.04011015,128.7234612,-81,3894,-324
15588,15589,35.04461411,128.7176974,-98,3898,-98
15589,15590,35.04011015,128.7176974,-98,3898,-196
15590,15591,35.04011015,128.7234612,-98,3898,-294
15591,15592,35.04461411,128.7234612,-98,3898,-392
15608,15609,35.04911806,128.7176974,-95,3903,-95
15609,15610,35.04461411,128.7176974,-95,3903,-190
15610,15611,35.04461411,128.7234612,-95,3903,-285
15611,15612,35.04911806,128.7234612,-95,3903,-380
15628,15629,35.05362202,128.7176974,-94,3908,-94
15629,15630,35.04911806,128.7176974,-94,3908,-188
15630,15631,35.04911806,128.7234612,-94,3908,-282
15631,15632,35.05362202,128.7234612,-94,3908,-376
15640,15641,35.05812598,128.7176974,-90,3911,-90
15641,15642,35.05362202,128.7176974,-90,3911,-180
15642,15643,35.05362202,128.7234612,-90,3911,-270
15643,15644,35.05812598,128.7234612,-90,3911,-360
15980,15981,35.0761418,128.7176974,-85,3996,-85
15981,15982,35.07163784,128.7176974,-85,3996,-170
15982,15983,35.07163784,128.7234612,-85,3996,-255
15983,15984,35.0761418,128.7234612,-85,3996,-340
17504,17505,35.08064575,128.7234612,-91,4377,-91
17505,17506,35.0761418,128.7234612,-91,4377,-182
17506,17507,35.0761418,128.729225,-91,4377,-273
17507,17508,35.08064575,128.729225,-91,4377,-364
17508,17509,35.07163784,128.7176974,-90,4378,-90
17509,17510,35.06713389,128.7176974,-90,4378,-180
17510,17511,35.06713389,128.7234612,-90,4378,-270
17511,17512,35.07163784,128.7234612,-90,4378,-360
17576,17577,35.08965366,128.7061698,-82,4395,-82
17577,17578,35.08514971,128.7061698,-82,4395,-164
17578,17579,35.08514971,128.7119336,-82,4395,-246
17579,17580,35.08965366,128.7119336,-82,4395,-328
17580,17581,35.08965366,128.700406,-83,4396,-83
17581,17582,35.08514971,128.700406,-83,4396,-166
17582,17583,35.08514971,128.7061698,-83,4396,-249
17583,17584,35.08965366,128.7061698,-83,4396,-332
17584,17585,35.09415762,128.700406,-86,4397,-86
17585,17586,35.08965366,128.700406,-86,4397,-172
17586,17587,35.08965366,128.7061698,-86,4397,-258
17587,17588,35.09415762,128.7061698,-86,4397,-344
17588,17589,35.09415762,128.6946421,-85,4398,-85
17589,17590,35.08965366,128.6946421,-85,4398,-170
17590,17591,35.08965366,128.700406,-85,4398,-255
17591,17592,35.09415762,128.700406,-85,4398,-340
17596,17597,35.09415762,128.6888783,-85,4400,-85
17597,17598,35.08965366,128.6888783,-85,4400,-170
17598,17599,35.08965366,128.6946421,-85,4400,-255
17599,17600,35.09415762,128.6946421,-85,4400,-340
17600,17601,35.09415762,128.6831145,-87,4401,-87
17601,17602,35.08965366,128.6831145,-87,4401,-174
17602,17603,35.08965366,128.6888783,-87,4401,-261
17603,17604,35.09415762,128.6888783,-87,4401,-348
17660,17661,35.09415762,128.6715869,-89,4416,-89
17661,17662,35.08965366,128.6715869,-89,4416,-178
17662,17663,35.08965366,128.6773507,-89,4416,-267
17663,17664,35.09415762,128.6773507,-89,4416,-356
17676,17677,35.08965366,128.6715869,-91,4420,-91
17677,17678,35.08514971,128.6715869,-91,4420,-182
17678,17679,35.08514971,128.6773507,-91,4420,-273
17679,17680,35.08965366,128.6773507,-91,4420,-364
17680,17681,35.08514971,128.6715869,-91,4421,-91
17681,17682,35.08064575,128.6715869,-91,4421,-182
17682,17683,35.08064575,128.6773507,-91,4421,-273
17683,17684,35.08514971,128.6773507,-91,4421,-364
17684,17685,35.08064575,128.6715869,-97,4422,-97
17685,17686,35.0761418,128.6715869,-97,4422,-194
17686,17687,35.0761418,128.6773507,-97,4422,-291
17687,17688,35.08064575,128.6773507,-97,4422,-388
17688,17689,35.07163784,128.6658231,-100,4423,-100
17689,17690,35.06713389,128.6658231,-100,4423,-200
17690,17691,35.06713389,128.6715869,-100,4423,-300
17691,17692,35.07163784,128.6715869,-100,4423,-400
17736,17737,35.05812598,128.6658231,-96,4435,-96
17737,17738,35.05362202,128.6658231,-96,4435,-192
17738,17739,35.05362202,128.6715869,-96,4435,-288
17739,17740,35.05812598,128.6715869,-96,4435,-384
18164,18165,34.76987282,128.3661051,-87,4542,-87
18165,18166,34.76536887,128.3661051,-87,4542,-174
18166,18167,34.76536887,128.3718689,-87,4542,-261
18167,18168,34.76987282,128.3718689,-87,4542,-348
18172,18173,34.76536887,128.3661051,-85,4544,-85
18173,18174,34.76086491,128.3661051,-85,4544,-170
18174,18175,34.76086491,128.3718689,-85,4544,-255
18175,18176,34.76536887,128.3718689,-85,4544,-340
18180,18181,34.76086491,128.3661051,-83,4546,-83
18181,18182,34.75636096,128.3661051,-83,4546,-166
18182,18183,34.75636096,128.3718689,-83,4546,-249
18183,18184,34.76086491,128.3718689,-83,4546,-332
18192,18193,34.75636096,128.3661051,-81,4549,-81
18193,18194,34.751857,128.3661051,-81,4549,-162
18194,18195,34.751857,128.3718689,-81,4549,-243
18195,18196,34.75636096,128.3718689,-81,4549,-324
18200,18201,34.751857,128.3603413,-87,4551,-87
18203,18204,34.751857,128.3661051,-87,4551,-348
18604,18605,35.04011015,128.6773507,-101,4652,-101
18605,18606,35.0356062,128.6773507,-101,4652,-202
18606,18607,35.0356062,128.6831145,-101,4652,-303
18607,18608,35.04011015,128.6831145,-101,4652,-404
18900,18901,35.05362202,128.7061698,-98,4726,-98
18901,18902,35.04911806,128.7061698,-98,4726,-196
18902,18903,35.04911806,128.7119336,-98,4726,-294
18903,18904,35.05362202,128.7119336,-98,4726,-392
18908,18909,35.05812598,128.7061698,-94,4728,-94
18909,18910,35.05362202,128.7061698,-94,4728,-188
18910,18911,35.05362202,128.7119336,-94,4728,-282
18911,18912,35.05812598,128.7119336,-94,4728,-376
18912,18913,35.06262993,128.7061698,-92,4729,-92
18913,18914,35.05812598,128.7061698,-92,4729,-184
18914,18915,35.05812598,128.7119336,-92,4729,-276
18915,18916,35.06262993,128.7119336,-92,4729,-368
18916,18917,35.06713389,128.7061698,-90,4730,-90
18917,18918,35.06262993,128.7061698,-90,4730,-180
18918,18919,35.06262993,128.7119336,-90,4730,-270
18919,18920,35.06713389,128.7119336,-90,4730,-360
18956,18957,35.0761418,128.7234612,-95,4740,-95
18957,18958,35.07163784,128.7234612,-95,4740,-190
18958,18959,35.07163784,128.729225,-95,4740,-285
18959,18960,35.0761418,128.729225,-95,4740,-380
19584,19585,34.8329282,128.4929089,-96,4897,-96
19585,19586,34.82842425,128.4929089,-96,4897,-192
19586,19587,34.82842425,128.4986727,-96,4897,-288
19587,19588,34.8329282,128.4986727,-96,4897,-384
19612,19613,34.82842425,128.4929089,-64,4904,-64
19613,19614,34.82392029,128.4929089,-64,4904,-128
19614,19615,34.82392029,128.4986727,-64,4904,-192
19615,19616,34.82842425,128.4986727,-64,4904,-256
19616,19617,34.82392029,128.4929089,-66,4905,-66
19617,19618,34.81941634,128.4929089,-66,4905,-132
19618,19619,34.81941634,128.4986727,-66,4905,-198
19619,19620,34.82392029,128.4986727,-66,4905,-264
19620,19621,34.81941634,128.4986727,-64,4906,-64
19621,19622,34.81491238,128.4986727,-64,4906,-128
19622,19623,34.81491238,128.5044365,-64,4906,-192
19623,19624,34.81941634,128.5044365,-64,4906,-256
19628,19629,34.81491238,128.4986727,-62,4908,-62
19629,19630,34.81040842,128.4986727,-62,4908,-124
19630,19631,34.81040842,128.5044365,-62,4908,-186
19631,19632,34.81491238,128.5044365,-62,4908,-248
19632,19633,34.81040842,128.5044365,-83,4909,-83
19633,19634,34.80590447,128.5044365,-83,4909,-166
19634,19635,34.80590447,128.5102003,-83,4909,-249
19635,19636,34.81040842,128.5102003,-83,4909,-332
19636,19637,35.0761418,128.7061698,-80,4910,-80
19637,19638,35.07163784,128.7061698,-80,4910,-160
19638,19639,35.07163784,128.7119336,-80,4910,-240
19639,19640,35.0761418,128.7119336,-80,4910,-320
19640,19641,34.81040842,128.5102003,-74,4911,-74
19641,19642,34.80590447,128.5102003,-74,4911,-148
19642,19643,34.80590447,128.5159641,-74,4911,-222
19643,19644,34.81040842,128.5159641,-74,4911,-296
19644,19645,35.08064575,128.7061698,-97,4912,-97
19645,19646,35.0761418,128.7061698,-97,4912,-194
19646,19647,35.0761418,128.7119336,-97,4912,-291
19647,19648,35.08064575,128.7119336,-97,4912,-388
19652,19653,34.80590447,128.5102003,-87,4914,-87
19653,19654,34.80140051,128.5102003,-87,4914,-174
19654,19655,34.80140051,128.5159641,-87,4914,-261
19655,19656,34.80590447,128.5159641,-87,4914,-348
19656,19657,35.08064575,128.700406,-76,4915,-76
19657,19658,35.0761418,128.700406,-76,4915,-152
19658,19659,35.0761418,128.7061698,-76,4915,-228
19659,19660,35.08064575,128.7061698,-76,4915,-304
19664,19665,34.80590447,128.5159641,-73,4917,-73
19665,19666,34.80140051,128.5159641,-73,4917,-146
19666,19667,34.80140051,128.5217279,-73,4917,-219
19667,19668,34.80590447,128.5217279,-73,4917,-292
19672,19673,34.80140051,128.5217279,-89,4919,-89
19673,19674,34.79689656,128.5217279,-89,4919,-178
19674,19675,34.79689656,128.5274917,-89,4919,-267
19675,19676,34.80140051,128.5274917,-89,4919,-356
19680,19681,34.79689656,128.5217279,-85,4921,-85
19681,19682,34.7923926,128.5217279,-85,4921,-170
19682,19683,34.7923926,128.5274917,-85,4921,-255
19683,19684,34.79689656,128.5274917,-85,4921,-340
19692,19693,34.7923926,128.5274917,-77,4924,-77
19693,19694,34.78788865,128.5274917,-77,4924,-154
19694,19695,34.78788865,128.5332555,-77,4924,-231
19695,19696,34.7923926,128.5332555,-77,4924,-308
19700,19701,34.78788865,128.5274917,-83,4926,-83
19701,19702,34.78338469,128.5274917,-83,4926,-166
19702,19703,34.78338469,128.5332555,-83,4926,-249
19703,19704,34.78788865,128.5332555,-83,4926,-332
19708,19709,34.78338469,128.5274917,-81,4928,-81
19709,19710,34.77888074,128.5274917,-81,4928,-162
19710,19711,34.77888074,128.5332555,-81,4928,-243
19711,19712,34.78338469,128.5332555,-81,4928,-324
19720,19721,34.77888074,128.5274917,-77,4931,-77
19721,19722,34.77437678,128.5274917,-77,4931,-154
19722,19723,34.77437678,128.5332555,-77,4931,-231
19723,19724,34.77888074,128.5332555,-77,4931,-308
19752,19753,34.77437678,128.5332555,-91,4939,-91
19753,19754,34.76987282,128.5332555,-91,4939,-182
19754,19755,34.76987282,128.5390193,-91,4939,-273
19755,19756,34.77437678,128.5390193,-91,4939,-364
19988,19989,35.08514971,128.6831145,-89,4998,-89
19989,19990,35.08064575,128.6831145,-89,4998,-178
19990,19991,35.08064575,128.6888783,-89,4998,-267
19991,19992,35.08514971,128.6888783,-89,4998,-356
20000,20001,35.08965366,128.6773507,-89,5001,-89
20001,20002,35.08514971,128.6773507,-89,5001,-178
20002,20003,35.08514971,128.6831145,-89,5001,-267
20003,20004,35.08965366,128.6831145,-89,5001,-356
20028,20029,34.77437678,128.5390193,-87,5008,-87
20029,20030,34.76987282,128.5390193,-87,5008,-174
20030,20031,34.76987282,128.5447831,-87,5008,-261
20031,20032,34.77437678,128.5447831,-87,5008,-348
20036,20037,34.77437678,128.5447831,-83,5010,-83
20037,20038,34.76987282,128.5447831,-83,5010,-166
20038,20039,34.76987282,128.550547,-83,5010,-249
20039,20040,34.77437678,128.550547,-83,5010,-332
20044,20045,35.09866157,128.6658231,-87,5012,-87
20045,20046,35.09415762,128.6658231,-87,5012,-174
20046,20047,35.09415762,128.6715869,-87,5012,-261
20047,20048,35.09866157,128.6715869,-87,5012,-348
20052,20053,34.76987282,128.5447831,-86,5014,-86
20053,20054,34.76536887,128.5447831,-86,5014,-172
20054,20055,34.76536887,128.550547,-86,5014,-258
20055,20056,34.76987282,128.550547,-86,5014,-344
20060,20061,34.76536887,128.550547,-87,5016,-87
20061,20062,34.76086491,128.550547,-87,5016,-174
20062,20063,34.76086491,128.5563108,-87,5016,-261
20063,20064,34.76536887,128.5563108,-87,5016,-348
20068,20069,34.76536887,128.5563108,-86,5018,-86
20069,20070,34.76086491,128.5563108,-86,5018,-172
20070,20071,34.76086491,128.5620746,-86,5018,-258
20071,20072,34.76536887,128.5620746,-86,5018,-344
20080,20081,34.76536887,128.5620746,-89,5021,-89
20081,20082,34.76086491,128.5620746,-89,5021,-178
20082,20083,34.76086491,128.5678384,-89,5021,-267
20083,20084,34.76536887,128.5678384,-89,5021,-356
20088,20089,34.76987282,128.5678384,-83,5023,-83
20089,20090,34.76536887,128.5678384,-83,5023,-166
20090,20091,34.76536887,128.5736022,-83,5023,-249
20091,20092,34.76987282,128.5736022,-83,5023,-332
20100,20101,34.76987282,128.5736022,-75,5026,-75
20101,20102,34.76536887,128.5736022,-75,5026,-150
20102,20103,34.76536887,128.579366,-75,5026,-225
20103,20104,34.76987282,128.579366,-75,5026,-300
20108,20109,34.77437678,128.5736022,-77,5028,-77
20109,20110,34.76987282,128.5736022,-77,5028,-154
20110,20111,34.76987282,128.579366,-77,5028,-231
20111,20112,34.77437678,128.579366,-77,5028,-308
20136,20137,34.77888074,128.579366,-86,5035,-86
20137,20138,34.77437678,128.579366,-86,5035,-172
20138,20139,34.77437678,128.5851298,-86,5035,-258
20139,20140,34.77888074,128.5851298,-86,5035,-344
20220,20221,34.77437678,128.579366,-72,5056,-72
20221,20222,34.76987282,128.579366,-72,5056,-144
20222,20223,34.76987282,128.5851298,-72,5056,-216
20223,20224,34.77437678,128.5851298,-72,5056,-288
20252,20253,34.76987282,128.5563108,-88,5064,-88
20253,20254,34.76536887,128.5563108,-88,5064,-176
20254,20255,34.76536887,128.5620746,-88,5064,-264
20255,20256,34.76987282,128.5620746,-88,5064,-352
20704,20705,34.77888074,128.5332555,-78,5177,-78
20705,20706,34.77437678,128.5332555,-78,5177,-156
20706,20707,34.77437678,128.5390193,-78,5177,-234
20707,20708,34.77888074,128.5390193,-78,5177,-312
20708,20709,34.78338469,128.5332555,-82,5178,-82
20709,20710,34.77888074,128.5332555,-82,5178,-164
20710,20711,34.77888074,128.5390193,-82,5178,-246
20711,20712,34.78338469,128.5390193,-82,5178,-328
20740,20741,34.80140051,128.5159641,-79,5186,-79
20741,20742,34.79689656,128.5159641,-79,5186,-158
20742,20743,34.79689656,128.5217279,-79,5186,-237
20743,20744,34.80140051,128.5217279,-79,5186,-316
20768,20769,34.81941634,128.4929089,-64,5193,-64
20769,20770,34.81491238,128.4929089,-64,5193,-128
20770,20771,34.81491238,128.4986727,-64,5193,-192
20771,20772,34.81941634,128.4986727,-64,5193,-256
21592,21593,35.10766949,128.6773507,-78,5399,-78
21593,21594,35.10316553,128.6773507,-78,5399,-156
21594,21595,35.10316553,128.6831145,-78,5399,-234
21595,21596,35.10766949,128.6831145,-78,5399,-312
21716,21717,34.88697567,128.4698536,-72,5430,-72
21717,21718,34.88247171,128.4698536,-72,5430,-144
21718,21719,34.88247171,128.4756174,-72,5430,-216
21719,21720,34.88697567,128.4756174,-72,5430,-288
22888,22889,34.751857,128.3545775,-88,5723,-88
22891,22892,34.751857,128.3603413,-88,5723,-352
22904,22905,34.75636096,128.3603413,-83,5727,-83
22905,22906,34.751857,128.3603413,-83,5727,-166
22906,22907,34.751857,128.3661051,-83,5727,-249
22907,22908,34.75636096,128.3661051,-83,5727,-332
22916,22917,34.76086491,128.3603413,-81,5730,-81
22917,22918,34.75636096,128.3603413,-81,5730,-162
22918,22919,34.75636096,128.3661051,-81,5730,-243
22919,22920,34.76086491,128.3661051,-81,5730,-324
23024,23025,34.77437678,128.3661051,-86,5757,-86
23025,23026,34.76987282,128.3661051,-86,5757,-172
23026,23027,34.76987282,128.3718689,-86,5757,-258
23027,23028,34.77437678,128.3718689,-86,5757,-344
23376,23377,35.02209433,128.6254765,-85,5845,-85
23377,23378,35.01759038,128.6254765,-85,5845,-170
23378,23379,35.01759038,128.6312403,-85,5845,-255
23379,23380,35.02209433,128.6312403,-85,5845,-340
23392,23393,35.02209433,128.6197126,-88,5849,-88
23393,23394,35.01759038,128.6197126,-88,5849,-176
23394,23395,35.01759038,128.6254765,-88,5849,-264
23395,23396,35.02209433,128.6254765,-88,5849,-352
23416,23417,35.02209433,128.6139488,-92,5855,-92
23417,23418,35.01759038,128.6139488,-92,5855,-184
23418,23419,35.01759038,128.6197126,-92,5855,-276
23419,23420,35.02209433,128.6197126,-92,5855,-368
23428,23429,35.01759038,128.6139488,-97,5858,-97
23429,23430,35.01308642,128.6139488,-97,5858,-194
23430,23431,35.01308642,128.6197126,-97,5858,-291
23431,23432,35.01759038,128.6197126,-97,5858,-388
23460,23461,35.01308642,128.608185,-98,5866,-98
23461,23462,35.00858247,128.608185,-98,5866,-196
23462,23463,35.00858247,128.6139488,-98,5866,-294
23463,23464,35.01308642,128.6139488,-98,5866,-392
23480,23481,35.00858247,128.6197126,-87,5871,-87
23481,23482,35.00407851,128.6197126,-87,5871,-174
23482,23483,35.00407851,128.6254765,-87,5871,-261
23483,23484,35.00858247,128.6254765,-87,5871,-348
23856,23857,34.93651918,128.4352708,-89,5965,-89
23857,23858,34.93201522,128.4352708,-89,5965,-178
23858,23859,34.93201522,128.4410346,-89,5965,-267
23859,23860,34.93651918,128.4410346,-89,5965,-356
23868,23869,34.93201522,128.4352708,-82,5968,-82
23869,23870,34.92751127,128.4352708,-82,5968,-164
23870,23871,34.92751127,128.4410346,-82,5968,-246
23871,23872,34.93201522,128.4410346,-82,5968,-328
23872,23873,34.92751127,128.4352708,-83,5969,-83
23873,23874,34.92300731,128.4352708,-83,5969,-166
23874,23875,34.92300731,128.4410346,-83,5969,-249
23875,23876,34.92751127,128.4410346,-83,5969,-332
23880,23881,34.92751127,128.4410346,-82,5971,-82
23881,23882,34.92300731,128.4410346,-82,5971,-164
23882,23883,34.92300731,128.4467984,-82,5971,-246
23883,23884,34.92751127,128.4467984,-82,5971,-328
23884,23885,34.92300731,128.4410346,-78,5972,-78
23885,23886,34.91850336,128.4410346,-78,5972,-156
23886,23887,34.91850336,128.4467984,-78,5972,-234
23887,23888,34.92300731,128.4467984,-78,5972,-312
23896,23897,34.92300731,128.4467984,-82,5975,-82
23897,23898,34.91850336,128.4467984,-82,5975,-164
23898,23899,34.91850336,128.4525622,-82,5975,-246
23899,23900,34.92300731,128.4525622,-82,5975,-328
23900,23901,34.91850336,128.4467984,-87,5976,-87
23901,23902,34.9139994,128.4467984,-87,5976,-174
23902,23903,34.9139994,128.4525622,-87,5976,-261
23903,23904,34.91850336,128.4525622,-87,5976,-348
24372,24373,34.751857,128.6658231,-83,6094,-83
24375,24376,34.751857,128.6715869,-83,6094,-332
24376,24377,34.751857,128.6600593,-83,6095,-83
24379,24380,34.751857,128.6658231,-83,6095,-332
24880,24881,34.751857,128.5620746,-83,6221,-83
24883,24884,34.751857,128.5678384,-83,6221,-332
24888,24889,34.75636096,128.5620746,-76,6223,-76
24889,24890,34.751857,128.5620746,-76,6223,-152
24890,24891,34.751857,128.5678384,-76,6223,-228
24891,24892,34.75636096,128.5678384,-76,6223,-304
24904,24905,34.76086491,128.5620746,-87,6227,-87
24905,24906,34.75636096,128.5620746,-87,6227,-174
24906,24907,34.75636096,128.5678384,-87,6227,-261
24907,24908,34.76086491,128.5678384,-87,6227,-348
24908,24909,34.76086491,128.5563108,-96,6228,-96
24909,24910,34.75636096,128.5563108,-96,6228,-192
24910,24911,34.75636096,128.5620746,-96,6228,-288
24911,24912,34.76086491,128.5620746,-96,6228,-384
24920,24921,34.76987282,128.550547,-82,6231,-82
24921,24922,34.76536887,128.550547,-82,6231,-164
24922,24923,34.76536887,128.5563108,-82,6231,-246
24923,24924,34.76987282,128.5563108,-82,6231,-328
24960,24961,34.77888074,128.5390193,-86,6241,-86
24961,24962,34.77437678,128.5390193,-86,6241,-172
24962,24963,34.77437678,128.5447831,-86,6241,-258
24963,24964,34.77888074,128.5447831,-86,6241,-344
24980,24981,34.7923926,128.5217279,-80,6246,-80
24981,24982,34.78788865,128.5217279,-80,6246,-160
24982,24983,34.78788865,128.5274917,-80,6246,-240
24983,24984,34.7923926,128.5274917,-80,6246,-320
25128,25129,34.81941634,128.4871451,-71,6283,-71
25129,25130,34.81491238,128.4871451,-71,6283,-142
25130,25131,34.81491238,128.4929089,-71,6283,-213
25131,25132,34.81941634,128.4929089,-71,6283,-284
25164,25165,34.81941634,128.4813813,-82,6292,-82
25165,25166,34.81491238,128.4813813,-82,6292,-164
25166,25167,34.81491238,128.4871451,-82,6292,-246
25167,25168,34.81941634,128.4871451,-82,6292,-328
25168,25169,34.82392029,128.4813813,-67,6293,-67
25169,25170,34.81941634,128.4813813,-67,6293,-134
25170,25171,34.81941634,128.4871451,-67,6293,-201
25171,25172,34.82392029,128.4871451,-67,6293,-268
25184,25185,34.82392029,128.4756174,-71,6297,-71
25185,25186,34.81941634,128.4756174,-71,6297,-142
25186,25187,34.81941634,128.4813813,-71,6297,-213
25187,25188,34.82392029,128.4813813,-71,6297,-284
25216,25217,34.81941634,128.4756174,-67,6305,-67
25217,25218,34.81491238,128.4756174,-67,6305,-134
25218,25219,34.81491238,128.4813813,-67,6305,-201
25219,25220,34.81941634,128.4813813,-67,6305,-268
25224,25225,34.81941634,128.4698536,-75,6307,-75
25225,25226,34.81491238,128.4698536,-75,6307,-150
25226,25227,34.81491238,128.4756174,-75,6307,-225
25227,25228,34.81941634,128.4756174,-75,6307,-300
25236,25237,34.82392029,128.4698536,-74,6310,-74
25237,25238,34.81941634,128.4698536,-74,6310,-148
25238,25239,34.81941634,128.4756174,-74,6310,-222
25239,25240,34.82392029,128.4756174,-74,6310,-296
25272,25273,34.82392029,128.4640898,-78,6319,-78
25273,25274,34.81941634,128.4640898,-78,6319,-156
25274,25275,34.81941634,128.4698536,-78,6319,-234
25275,25276,34.82392029,128.4698536,-78,6319,-312
25280,25281,34.82392029,128.458326,-75,6321,-75
25281,25282,34.81941634,128.458326,-75,6321,-150
25282,25283,34.81941634,128.4640898,-75,6321,-225
25283,25284,34.82392029,128.4640898,-75,6321,-300
25312,25313,34.82842425,128.458326,-77,6329,-77
25313,25314,34.82392029,128.458326,-77,6329,-154
25314,25315,34.82392029,128.4640898,-77,6329,-231
25315,25316,34.82842425,128.4640898,-77,6329,-308
25316,25317,34.82842425,128.4525622,-69,6330,-69
25317,25318,34.82392029,128.4525622,-69,6330,-138
25318,25319,34.82392029,128.458326,-69,6330,-207
25319,25320,34.82842425,128.458326,-69,6330,-276
25320,25321,34.82842425,128.4467984,-69,6331,-69
25321,25322,34.82392029,128.4467984,-69,6331,-138
25322,25323,34.82392029,128.4525622,-69,6331,-207
25323,25324,34.82842425,128.4525622,-69,6331,-276
25332,25333,34.8329282,128.4467984,-75,6334,-75
25333,25334,34.82842425,128.4467984,-75,6334,-150
25334,25335,34.82842425,128.4525622,-75,6334,-225
25335,25336,34.8329282,128.4525622,-75,6334,-300
25340,25341,34.8329282,128.4410346,-74,6336,-74
25341,25342,34.82842425,128.4410346,-74,6336,-148
25342,25343,34.82842425,128.4467984,-74,6336,-222
25343,25344,34.8329282,128.4467984,-74,6336,-296
25380,25381,34.8329282,128.4352708,-78,6346,-78
25381,25382,34.82842425,128.4352708,-78,6346,-156
25382,25383,34.82842425,128.4410346,-78,6346,-234
25383,25384,34.8329282,128.4410346,-78,6346,-312
25400,25401,34.83743216,128.4352708,-78,6351,-78
25401,25402,34.8329282,128.4352708,-78,6351,-156
25402,25403,34.8329282,128.4410346,-78,6351,-234
25403,25404,34.83743216,128.4410346,-78,6351,-312
25440,25441,34.83743216,128.429507,-68,6361,-68
25441,25442,34.8329282,128.429507,-68,6361,-136
25442,25443,34.8329282,128.4352708,-68,6361,-204
25443,25444,34.83743216,128.4352708,-68,6361,-272
25528,25529,34.84193611,128.429507,-51,6383,-51
25529,25530,34.83743216,128.429507,-51,6383,-102
25530,25531,34.83743216,128.4352708,-51,6383,-153
25531,25532,34.84193611,128.4352708,-51,6383,-204
25584,25585,34.88247171,128.4698536,-82,6397,-82
25585,25586,34.87796776,128.4698536,-82,6397,-164
25586,25587,34.87796776,128.4756174,-82,6397,-246
25587,25588,34.88247171,128.4756174,-82,6397,-328
25592,25593,34.88247171,128.4640898,-84,6399,-84
25593,25594,34.87796776,128.4640898,-84,6399,-168
25594,25595,34.87796776,128.4698536,-84,6399,-252
25595,25596,34.88247171,128.4698536,-84,6399,-336
25612,25613,34.87796776,128.4640898,-82,6404,-82
25613,25614,34.8734638,128.4640898,-82,6404,-164
25614,25615,34.8734638,128.4698536,-82,6404,-246
25615,25616,34.87796776,128.4698536,-82,6404,-328
25628,25629,34.8734638,128.4640898,-77,6408,-77
25629,25630,34.86895985,128.4640898,-77,6408,-154
25630,25631,34.86895985,128.4698536,-77,6408,-231
25631,25632,34.8734638,128.4698536,-77,6408,-308
25644,25645,34.86895985,128.4698536,-86,6412,-86
25645,25646,34.86445589,128.4698536,-86,6412,-172
25646,25647,34.86445589,128.4756174,-86,6412,-258
25647,25648,34.86895985,128.4756174,-86,6412,-344
25668,25669,34.86445589,128.4698536,-74,6418,-74
25669,25670,34.85995193,128.4698536,-74,6418,-148
25670,25671,34.85995193,128.4756174,-74,6418,-222
25671,25672,34.86445589,128.4756174,-74,6418,-296
25700,25701,34.85995193,128.4698536,-78,6426,-78
25701,25702,34.85544798,128.4698536,-78,6426,-156
25702,25703,34.85544798,128.4756174,-78,6426,-234
25703,25704,34.85995193,128.4756174,-78,6426,-312
25716,25717,34.85544798,128.4698536,-79,6430,-79
25717,25718,34.85094402,128.4698536,-79,6430,-158
25718,25719,34.85094402,128.4756174,-79,6430,-237
25719,25720,34.85544798,128.4756174,-79,6430,-316
25736,25737,34.85094402,128.4698536,-87,6435,-87
25737,25738,34.84644007,128.4698536,-87,6435,-174
25738,25739,34.84644007,128.4756174,-87,6435,-261
25739,25740,34.85094402,128.4756174,-87,6435,-348
25740,25741,34.85094402,128.4756174,-84,6436,-84
25741,25742,34.84644007,128.4756174,-84,6436,-168
25742,25743,34.84644007,128.4813813,-84,6436,-252
25743,25744,34.85094402,128.4813813,-84,6436,-336
25744,25745,34.84644007,128.4756174,-83,6437,-83
25745,25746,34.84193611,128.4756174,-83,6437,-166
25746,25747,34.84193611,128.4813813,-83,6437,-249
25747,25748,34.84644007,128.4813813,-83,6437,-332
25752,25753,34.84193611,128.4756174,-78,6439,-78
25753,25754,34.83743216,128.4756174,-78,6439,-156
25754,25755,34.83743216,128.4813813,-78,6439,-234
25755,25756,34.84193611,128.4813813,-78,6439,-312
25764,25765,34.83743216,128.4756174,-85,6442,-85
25765,25766,34.8329282,128.4756174,-85,6442,-170
